"source","target","weight"
"XXXXXX","X1X4X*",1
"XXXXXX","X1X4X1X*",1
"XXXXXX","X1X4X2XX*",1
"XXXXXX","X1X4X47XX41X*",1
"XXXXXX","X1X4X62X2XX*",1
"XXXXXX","X1X57X54XX*",1
"XXXXXX","X1X57X60X29X32X*",1
"XXXXXX","X1X5X*",1
"XXXXXX","X1X63X27X*",1
"XXXXXX","X1X6X*",1
"XXXXXX","X1X6X16X18X*",1
"XXXXXX","X1X6X1X7X50X*",1
"XXXXXX","X1X6X3X*",1
"XXXXXX","X1X6XX1X*",1
"XXXXXX","X1X6XXX*",1
"XXXXXX","X1X70X*",1
"XXXXXX","X1X71X72X*",1
"XXXXXX","X1X76X*",1
"XXXXXX","X1X77XX*",1
"XXXXXX","X1X7X*",1
"XXXXXX","X1X80X79X*",1
"XXXXXX","X1X82X57X27X*",1
"XXXXXX","X1X9X*",1
"XXXXXX","X1X9X12XX*",1
"XXXXXX","X1XX*",1
"XXXXXX","X1XX109X*",1
"XXXXXX","X1XX15X41X27X*",1
"XXXXXX","X1XX1X*",1
"XXXXXX","X1XX1X78X*",1
"XXXXXX","X1XX23X*",1
"XXXXXX","X1XX2X*",1
"XXXXXX","X1XX2XX*",1
"XXXXXX","X1XX3X*",1
"XXXXXX","X1XX3X29X*",1
"XXXXXX","X1XX47X1X*",1
"XXXXXX","X1XX4X*",1
"XXXXXX","X1XX9X*",1
"XXXXXX","X1XXX7X*",1
"XXXXXX","X1XXX9X*",1
"XXXXXX","X204X143X33X1X*",1
"XXXXXX","X20X*",1
"XXXXXX","X20X18X59X*",1
"XXXXXX","X20X22X12X*",1
"XXXXXX","X20X35X34X18X*",1
"XXXXXX","X20X4XX*",1
"XXXXXX","X210X*",1
"XXXXXX","X211X1X217X20XX14X30X*",1
"XXXXXX","X213X*",1
"XXXXXX","X21X*",1
"XXXXXX","X21X28X2X3X*",1
"XXXXXX","X21X2XX*",1
"XXXXXX","X21X3X*",1
"XXXXXX","X21X7X11X1X*",1
"XXXXXX","X21XX*",1
"XXXXXX","X220X49X*",1
"XXXXXX","X22X*",1
"XXXXXX","X22X13X47X8XX1X*",1
"XXXXXX","X22X1X*",1
"XXXXXX","X22X23X*",1
"XXXXXX","X22X3X*",1
"XXXXXX","X22X46X*",1
"XXXXXX","X22XX*",1
"XXXXXX","X22XX22X21X*",1
"XXXXXX","X230X2X117XX3X*",1
"XXXXXX","X235X19X6X*",1
"XXXXXX","X23X*",1
"XXXXXX","X23X1X*",1
"XXXXXX","X23X24X*",1
"XXXXXX","X23X24X27X*",1
"XXXXXX","X23X2X17XX*",1
"XXXXXX","X23X8X*",1
"XXXXXX","X23XX49X22X*",1
"XXXXXX","X242X*",1
"XXXXXX","X243X*",1
"XXXXXX","X244X1X208X*",1
"XXXXXX","X24X*",1
"XXXXXX","X24X1X*",1
"XXXXXX","X24X43X*",1
"XXXXXX","X25X*",1
"XXXXXX","X25X1X*",1
"XXXXXX","X263XX266X*",1
"XXXXXX","X26X*",1
"XXXXXX","X26X27X*",1
"XXXXXX","X26X27XX*",1
"XXXXXX","X26X30XX*",1
"XXXXXX","X26X44X1X*",1
"XXXXXX","X26X54X*",1
"XXXXXX","X26XX*",1
"XXXXXX","X27X*",1
"XXXXXX","X27X119X118X1XX*",1
"XXXXXX","X27X23XX*",1
"XXXXXX","X282X284X*",1
"XXXXXX","X28X*",1
"XXXXXX","X28X2X11XX*",1
"XXXXXX","X28X35X*",1
"XXXXXX","X299X*",1
"XXXXXX","X29X*",1
"XXXXXX","X29X26X3X*",1
"XXXXXX","X29X28X*",1
"XXXXXX","X29X30X*",1
"XXXXXX","X29XX*",1
"XXXXXX","X2X*",1
"XXXXXX","X2X100X105X90X1X*",1
"XXXXXX","X2X113X111X*",1
"XXXXXX","X2X122X129X*",1
"XXXXXX","X2X14X*",1
"XXXXXX","X2X14X3X4X*",1
"XXXXXX","X2X16X*",1
"XXXXXX","X2X170X171X*",1
"XXXXXX","X2X181X177X*",1
"XXXXXX","X2X19X*",1
"XXXXXX","X2X1X*",1
"XXXXXX","X2X1X26XX*",1
"XXXXXX","X2X1X53X*",1
"XXXXXX","X2X1XX*",1
"XXXXXX","X2X20X*",1
"XXXXXX","X2X21X14XX10X*",1
"XXXXXX","X2X21X18X*",1
"XXXXXX","X2X21X1XX2XX*",1
"XXXXXX","X2X23X25X*",1
"XXXXXX","X2X24X*",1
"XXXXXX","X2X27X25X*",1
"XXXXXX","X2X29X*",1
"XXXXXX","X2X29X2XXX*",1
"XXXXXX","X2X2X*",1
"XXXXXX","X2X2X1X*",1
"XXXXXX","X2X2X1X2X*",1
"XXXXXX","X2X31X2X*",1
"XXXXXX","X2X32XX*",1
"XXXXXX","X2X338X309XX*",1
"XXXXXX","X2X34X*",1
"XXXXXX","X2X37X*",1
"XXXXXX","X2X39X*",1
"XXXXXX","X2X3X*",1
"XXXXXX","X2X3X140X*",1
"XXXXXX","X2X3X2X*",1
"XXXXXX","X2X3X2XX*",1
"XXXXXX","X2X3X89X*",1
"XXXXXX","X2X3X9X15X*",1
"XXXXXX","X2X3XX*",1
"XXXXXX","X2X4X*",1
"XXXXXX","X2X4X9X*",1
"XXXXXX","X2X55X109X11X71X7X*",1
"XXXXXX","X2X5X*",1
"XXXXXX","X2X65X*",1
"XXXXXX","X2X66X*",1
"XXXXXX","X2X6X*",1
"XXXXXX","X2X6X2XX23X3X*",1
"XXXXXX","X2X7X*",1
"XXXXXX","X2X80XX*",1
"XXXXXX","X2X8X4X1X*",1
"XXXXXX","X2X9XX*",1
"XXXXXX","X2XX*",1
"XXXXXX","X2XX1X*",1
"XXXXXX","X2XX2X*",1
"XXXXXX","X2XX2X170X*",1
"XXXXXX","X2XX2X21X1X11X*",1
"XXXXXX","X2XX44X*",1
"XXXXXX","X2XX4X*",1
"XXXXXX","X2XX63X2XX*",1
"XXXXXX","X2XXX*",1
"XXXXXX","X309X5XX316X435X*",1
"XXXXXX","X30X*",1
"XXXXXX","X30X1X*",1
"XXXXXX","X30X28X4X167X126X43X169X164X*",1
"XXXXXX","X30X34X*",1
"XXXXXX","X30X39X*",1
"XXXXXX","X30X8X1X18X2X*",1
"XXXXXX","X30XX*",1
"XXXXXX","X312X310X229X*",1
"XXXXXX","X31X30X*",1
"XXXXXX","X321X3X*",1
"XXXXXX","X32X*",1
"XXXXXX","X32X1XX*",1
"XXXXXX","X32X25X*",1
"XXXXXX","X32X34X*",1
"XXXXXX","X32X5X*",1
"XXXXXX","X32XX36X3X*",1
"XXXXXX","X33X*",1
"XXXXXX","X33X3X30X31X64X*",1
"XXXXXX","X34X*",1
"XXXXXX","X34X2X*",1
"XXXXXX","X34X30X121X*",1
"XXXXXX","X34X64X8X26X23X*",1
"XXXXXX","X34X86X*",1
"XXXXXX","X34XX14X1X*",1
"XXXXXX","X34XX35XX*",1
"XXXXXX","X35X*",1
"XXXXXX","X35X154X157X*",1
"XXXXXX","X35X1X*",1
"XXXXXX","X35X28X8XX*",1
"XXXXXX","X35XX*",1
"XXXXXX","X36X*",1
"XXXXXX","X36X2X38X*",1
"XXXXXX","X36X35X1X12X*",1
"XXXXXX","X36X5X10X*",1
"XXXXXX","X373X179XX*",1
"XXXXXX","X376X181XX*",1
"XXXXXX","X376X1X183XX*",1
"XXXXXX","X378X184X2X1X*",1
"XXXXXX","X378X376X182X2X1XX*",1
"XXXXXX","X378X3X204X6X2X1X*",1
"XXXXXX","X37X39X64X*",1
"XXXXXX","X38X*",1
"XXXXXX","X38X1X*",1
"XXXXXX","X38X39X*",1
"XXXXXX","X38X4X*",1
"XXXXXX","X3994X*",1
"XXXXXX","X3998X2X*",1
"XXXXXX","X39X36XX5X23X*",1
"XXXXXX","X39X40X*",1
"XXXXXX","X39X46X49XX*",1
"XXXXXX","X3X*",1
"XXXXXX","X3X114X*",1
"XXXXXX","X3X13X*",1
"XXXXXX","X3X15X2X16X*",1
"XXXXXX","X3X16XX*",1
"XXXXXX","X3X178X*",1
"XXXXXX","X3X180X*",1
"XXXXXX","X3X1X*",1
"XXXXXX","X3X1X51X*",1
"XXXXXX","X3X20X10X*",1
"XXXXXX","X3X20X1X3XX*",1
"XXXXXX","X3X23X*",1
"XXXXXX","X3X2X*",1
"XXXXXX","X3X2X19X5XX1X*",1
"XXXXXX","X3X2X1X*",1
"XXXXXX","X3X2X1X78X*",1
"XXXXXX","X3X2X22X*",1
"XXXXXX","X3X2X39XX*",1
"XXXXXX","X3X2X3X*",1
"XXXXXX","X3X2X7X*",1
"XXXXXX","X3X2XX*",1
"XXXXXX","X3X30X*",1
"XXXXXX","X3X32X*",1
"XXXXXX","X3X382X184X2X1XX*",1
"XXXXXX","X3X3X*",1
"XXXXXX","X3X43X2XX*",1
"XXXXXX","X3X4X*",1
"XXXXXX","X3X4X1X*",1
"XXXXXX","X3X51X19X24X9X*",1
"XXXXXX","X3X56X1X7X*",1
"XXXXXX","X3X58X*",1
"XXXXXX","X3X59X277X*",1
"XXXXXX","X3X5X3X*",1
"XXXXXX","X3X5X3XX*",1
"XXXXXX","X3X6X*",1
"XXXXXX","X3X77X*",1
"XXXXXX","X3X7X*",1
"XXXXXX","X3X7XX*",1
"XXXXXX","X3X9X67X64X2X6X*",1
"XXXXXX","X3XX*",1
"XXXXXX","X3XX1X*",1
"XXXXXX","X3XX1X3X*",1
"XXXXXX","X3XX1X6X*",1
"XXXXXX","X3XX3X2XX*",1
"XXXXXX","X3XX6XX3XX6X*",1
"XXXXXX","X40X*",1
"XXXXXX","X40X19X*",1
"XXXXXX","X40X35X39X2X9X29X*",1
"XXXXXX","X40X38X26X2X*",1
"XXXXXX","X41X*",1
"XXXXXX","X41X117X*",1
"XXXXXX","X41X2XX*",1
"XXXXXX","X41X33X*",1
"XXXXXX","X41X37X*",1
"XXXXXX","X41X42X48X*",1
"XXXXXX","X41X43X3X40X45X*",1
"XXXXXX","X41XX*",1
"XXXXXX","X42X*",1
"XXXXXX","X42X1X*",1
"XXXXXX","X42X1X13X*",1
"XXXXXX","X42XX1X*",1
"XXXXXX","X43X*",1
"XXXXXX","X43X45X48X*",1
"XXXXXX","X43XX4X3X*",1
"XXXXXX","X44X*",1
"XXXXXX","X44X42X46X1X10X*",1
"XXXXXX","X44XX2X*",1
"XXXXXX","X46X41X*",1
"XXXXXX","X46X76X*",1
"XXXXXX","X47X*",1
"XXXXXX","X47X19X17X44X*",1
"XXXXXX","X47X23X46X21X*",1
"XXXXXX","X47X48X*",1
"XXXXXX","X47XX27X19X*",1
"XXXXXX","X48X2XX47X*",1
"XXXXXX","X49X*",1
"XXXXXX","X49X51X55X33X*",1
"XXXXXX","X49X75X*",1
"XXXXXX","X4X*",1
"XXXXXX","X4X1X2X1X1X9XX*",1
"XXXXXX","X4X1XX*",1
"XXXXXX","X4X2X3X*",1
"XXXXXX","X4X2X6X*",1
"XXXXXX","X4X2X88X89X*",1
"XXXXXX","X4X3X*",1
"XXXXXX","X4X3X4X*",1
"XXXXXX","X4X5X*",1
"XXXXXX","X4X5X34X37X*",1
"XXXXXX","X4X61X*",1
"XXXXXX","X4XX*",1
"XXXXXX","X4XX1X*",1
"XXXXXX","X4XX1X2X29X*",1
"XXXXXX","X50X*",1
"XXXXXX","X50X1X*",1
"XXXXXX","X50X48X*",1
"XXXXXX","X50X51X*",1
"XXXXXX","X50X53X*",1
"XXXXXX","X50X78X132X1X*",1
"XXXXXX","X51X36X10X4X1X*",1
"XXXXXX","X51XX47XX3X*",1
"XXXXXX","X52X1X2X*",1
"XXXXXX","X52X51X*",1
"XXXXXX","X53X*",1
"XXXXXX","X53X18X*",1
"XXXXXX","X53X1X*",1
"XXXXXX","X53X56X60X*",1
"XXXXXX","X53XX2X5X51X*",1
"XXXXXX","X54X*",1
"XXXXXX","X55X*",1
"XXXXXX","X55X53XXX12X13X*",1
"XXXXXX","X55X6X1X*",1
"XXXXXX","X55X6X3X*",1
"XXXXXX","X55X82X*",1
"XXXXXX","X56X*",1
"XXXXXX","X56X1XX*",1
"XXXXXX","X56X58X*",1
"XXXXXX","X57X1X*",1
"XXXXXX","X58X15X155X2X*",1
"XXXXXX","X58X1X22XX24X1XX16X*",1
"XXXXXX","X59X*",1
"XXXXXX","X59X16X*",1
"XXXXXX","X59XX*",1
"XXXXXX","X5X*",1
"XXXXXX","X5X10X12X*",1
"XXXXXX","X5X13X*",1
"XXXXXX","X5X1X*",1
"XXXXXX","X5X1XX*",1
"XXXXXX","X5X20X33X36XX*",1
"XXXXXX","X5X27X139X*",1
"XXXXXX","X5X2X*",1
"XXXXXX","X5X2X80X*",1
"XXXXXX","X5X3X*",1
"XXXXXX","X5X3X4X*",1
"XXXXXX","X5X48XXX4X2X*",1
"XXXXXX","X5X4X2X*",1
"XXXXXX","X5X4X5X1X*",1
"XXXXXX","X5X55XX60X*",1
"XXXXXX","X5X6X1X*",1
"XXXXXX","X5X7X*",1
"XXXXXX","X5X7X118X111X*",1
"XXXXXX","X5XX*",1
"XXXXXX","X5XX54X*",1
"XXXXXX","X5XX5X*",1
"XXXXXX","X5XXX*",1
"XXXXXX","X60X*",1
"XXXXXX","X61X*",1
"XXXXXX","X61X1X*",1
"XXXXXX","X61X306X*",1
"XXXXXX","X61X307X*",1
"XXXXXX","X61X55X*",1
"XXXXXX","X61X60X*",1
"XXXXXX","X61X62X*",1
"XXXXXX","X62X*",1
"XXXXXX","X63X232X*",1
"XXXXXX","X63X25X1XX*",1
"XXXXXX","X63X2X19X*",1
"XXXXXX","X63XX*",1
"XXXXXX","X64X35X*",1
"XXXXXX","X65X3X2X*",1
"XXXXXX","X65X67X*",2
"XXXXXX","X66X20X1X*",1
"XXXXXX","X66X2X1X66X*",1
"XXXXXX","X67X142X*",1
"XXXXXX","X67X70XX*",1
"XXXXXX","X68X*",1
"XXXXXX","X69X27X*",1
"XXXXXX","X6X*",1
"XXXXXX","X6X1061X*",1
"XXXXXX","X6X1074X1068X3XX*",1
"XXXXXX","X6X1X*",1
"XXXXXX","X6X1X2X*",1
"XXXXXX","X6X1X7X*",1
"XXXXXX","X6X27X28X1X256X*",1
"XXXXXX","X6X2X*",1
"XXXXXX","X6X2X184X2X2X176X*",1
"XXXXXX","X6X2X3X*",1
"XXXXXX","X6X2X3X167X3X181XX*",1
"XXXXXX","X6X2X6X3X*",1
"XXXXXX","X6X2XX*",1
"XXXXXX","X6X3X*",1
"XXXXXX","X6X3X1X*",1
"XXXXXX","X6X46XX47XX*",1
"XXXXXX","X6X4X*",1
"XXXXXX","X6X5X11X2X101X*",1
"XXXXXX","X6X7X*",1
"XXXXXX","X6X9XX*",1
"XXXXXX","X6XX*",1
"XXXXXX","X6XX7X*",1
"XXXXXX","X6XX9X*",1
"XXXXXX","X71X28XX47X90X*",1
"XXXXXX","X72X*",1
"XXXXXX","X73X42XX*",1
"XXXXXX","X73X47X46X*",1
"XXXXXX","X73XX*",1
"XXXXXX","X73XX57X4X*",1
"XXXXXX","X74X*",1
"XXXXXX","X74X10X1X2X*",1
"XXXXXX","X75X*",1
"XXXXXX","X75X92X97X*",1
"XXXXXX","X76X*",1
"XXXXXX","X76X2X*",1
"XXXXXX","X76X4XX63XX*",1
"XXXXXX","X76X74X71X46X3X27X*",1
"XXXXXX","X77X*",1
"XXXXXX","X77X79X*",1
"XXXXXX","X78X*",1
"XXXXXX","X78X13X11X*",1
"XXXXXX","X79X*",1
"XXXXXX","X79X25X26X*",1
"XXXXXX","X79X75X*",1
"XXXXXX","X79XX1X*",1
"XXXXXX","X7X*",1
"XXXXXX","X7X17X1X2X*",1
"XXXXXX","X7X1X*",1
"XXXXXX","X7X30X42X*",1
"XXXXXX","X7X5X*",1
"XXXXXX","X7X6X*",1
"XXXXXX","X7X6X1X*",1
"XXXXXX","X7X8X*",1
"XXXXXX","X7XX*",1
"XXXXXX","X80X*",1
"XXXXXX","X80X2X76X118X*",1
"XXXXXX","X80X38X37X*",1
"XXXXXX","X80X39X38X*",1
"XXXXXX","X80X3X4X1X*",1
"XXXXXX","X80X4X3X*",1
"XXXXXX","X80XX*",1
"XXXXXX","X82X*",1
"XXXXXX","X83X84X*",1
"XXXXXX","X83XX79X*",1
"XXXXXX","X83XX80X*",1
"XXXXXX","X84X85X*",1
"XXXXXX","X85X*",1
"XXXXXX","X85X3X4X2X*",1
"XXXXXX","X85X57X*",1
"XXXXXX","X85XX*",1
"XXXXXX","X86X*",1
"XXXXXX","X87X2X*",1
"XXXXXX","X89X*",1
"XXXXXX","X8X*",1
"XXXXXX","X8X369X1X191X197X198X1X*",1
"XXXXXX","X8X3X3X*",1
"XXXXXX","X8X9X*",1
"XXXXXX","X8XX1XXX*",1
"XXXXXX","X90X*",1
"XXXXXX","X90X92XX*",1
"XXXXXX","X91X*",1
"XXXXXX","X92X*",1
"XXXXXX","X93X*",1
"XXXXXX","X94X2X98X*",1
"XXXXXX","X96X2X119X*",1
"XXXXXX","X96X98XX*",1
"XXXXXX","X99X*",1
"XXXXXX","X9X*",1
"XXXXXX","X9X127X133X130X*",1
"XXXXXX","X9X12X13X*",1
"XXXXXX","X9X1X*",1
"XXXXXX","X9X215XX*",1
"XXXXXX","X9X6X1X*",1
"XXXXXX","X9X6X42X40X*",1
"XXXXXX","X9X8X40X94X34X37X*",1
"XXXXXX","X9X8XX*",1
"XXXXXX","X9XX1X*",1
"XXXXXX","XX*",2
"XXXXXX","XX101X2X*",1
"XXXXXX","XX103X48X*",1
"XXXXXX","XX109X1X*",1
"XXXXXX","XX10X7X*",1
"XXXXXX","XX11X1X*",1
"XXXXXX","XX132X*",1
"XXXXXX","XX133X*",1
"XXXXXX","XX133XX134X1X*",1
"XXXXXX","XX13X*",1
"XXXXXX","XX13XXX*",1
"XXXXXX","XX143X234XX*",1
"XXXXXX","XX147X57X3X89X1X6X*",1
"XXXXXX","XX15X12X*",1
"XXXXXX","XX169X165XX6X*",1
"XXXXXX","XX17X*",1
"XXXXXX","XX1X*",1
"XXXXXX","XX1X103XX*",1
"XXXXXX","XX1X106X*",1
"XXXXXX","XX1X10X*",1
"XXXXXX","XX1X1X*",1
"XXXXXX","XX1X2X*",1
"XXXXXX","XX1X3X*",1
"XXXXXX","XX1X4X*",1
"XXXXXX","XX1X6X*",1
"XXXXXX","XX1X6X8X67X82X2X13X*",1
"XXXXXX","XX1X78X*",1
"XXXXXX","XX1X80X*",1
"XXXXXX","XX1XX*",1
"XXXXXX","XX1XX5X*",1
"XXXXXX","XX1XXX*",1
"XXXXXX","XX20X*",1
"XXXXXX","XX21X*",1
"XXXXXX","XX23X*",1
"XXXXXX","XX24X12X*",1
"XXXXXX","XX25X26X80X*",1
"XXXXXX","XX27X*",1
"XXXXXX","XX27X3X2X31X50X*",1
"XXXXXX","XX28X*",1
"XXXXXX","XX28X2X26X*",1
"XXXXXX","XX29X*",1
"XXXXXX","XX2X*",1
"XXXXXX","XX2X13X*",1
"XXXXXX","XX2X1X*",1
"XXXXXX","XX2X2X2XX2X*",1
"XXXXXX","XX2X3X2X*",1
"XXXXXX","XX2X3X4X1X*",1
"XXXXXX","XX2XX*",1
"XXXXXX","XX2XX9X10X*",1
"XXXXXX","XX31X21X*",1
"XXXXXX","XX35X2X*",1
"XXXXXX","XX35X6X188X*",1
"XXXXXX","XX38X1X*",1
"XXXXXX","XX38X39X*",1
"XXXXXX","XX3X*",1
"XXXXXX","XX3X4X*",1
"XXXXXX","XX3X8X8X19X*",1
"XXXXXX","XX3XX2X299X*",1
"XXXXXX","XX3XX4X2X*",1
"XXXXXX","XX3XX5XX*",1
"XXXXXX","XX40X*",1
"XXXXXX","XX41X*",1
"XXXXXX","XX43X36X*",1
"XXXXXX","XX47X*",1
"XXXXXX","XX47XX*",1
"XXXXXX","XX48XX*",1
"XXXXXX","XX49X1X*",1
"XXXXXX","XX4X*",1
"XXXXXX","XX4X3X95X*",1
"XXXXXX","XX4XX*",1
"XXXXXX","XX52X*",1
"XXXXXX","XX53XX*",1
"XXXXXX","XX57X7X48X*",1
"XXXXXX","XX5X2X*",1
"XXXXXX","XX5X2X56X*",1
"XXXXXX","XX5X3X*",1
"XXXXXX","XX65X1X*",1
"XXXXXX","XX69X*",1
"XXXXXX","XX6X*",1
"XXXXXX","XX6X109X112X113X170X*",1
"XXXXXX","XX6XX*",1
"XXXXXX","XX78X1X73X*",1
"XXXXXX","XX78X67X2X*",1
"XXXXXX","XX7X*",1
"XXXXXX","XX7X1X*",1
"XXXXXX","XX7XX*",1
"XXXXXX","XX80X*",1
"XXXXXX","XX81X*",1
"XXXXXX","XX86X*",1
"XXXXXX","XX87X*",1
"XXXXXX","XX8X*",1
"XXXXXX","XX8X1X*",1
"XXXXXX","XX8X20X3X1X3X*",1
"XXXXXX","XX94X99X*",1
"XXXXXX","XXX*",1
"XXXXXX","XXX105X191XX1X192X106X*",1
"XXXXXX","XXX179X*",1
"XXXXXX","XXX19X2XX*",1
"XXXXXX","XXX1X*",1
"XXXXXX","XXX20XX*",1
"XXXXXX","XXX29X*",1
"XXXXXX","XXX35X39X79X3X*",1
"XXXXXX","XXX46X*",1
"XXXXXX","XXX82X*",1
"XXXXXX","XXXX*",1
"XXXXXX","XXXX32X61X*",1
"XXXXXX1X","X*",2
"XXXXXX1X","X103X*",1
"XXXXXX1X","X108X*",1
"XXXXXX1X","X109XXX106X*",1
"XXXXXX1X","X10X1X96X*",1
"XXXXXX1X","X10X300X1X81X*",1
"XXXXXX1X","X10XX65X63X2X3X2X*",1
"XXXXXX1X","X111X107X*",1
"XXXXXX1X","X114X*",1
"XXXXXX1X","X117X22X16X*",1
"XXXXXX1X","X11X24X10X*",1
"XXXXXX1X","X12X*",1
"XXXXXX1X","X12X21X*",1
"XXXXXX1X","X131X*",1
"XXXXXX1X","X133X2X127X3X*",1
"XXXXXX1X","X148X145X144X*",1
"XXXXXX1X","X148X3X*",1
"XXXXXX1X","X149X62X1XX92X1X5X*",1
"XXXXXX1X","X14XX*",1
"XXXXXX1X","X15X26X24X*",1
"XXXXXX1X","X15X42X3X*",1
"XXXXXX1X","X167X*",1
"XXXXXX1X","X16X2X*",1
"XXXXXX1X","X176X*",1
"XXXXXX1X","X179X2X*",1
"XXXXXX1X","X181X*",1
"XXXXXX1X","X182X*",1
"XXXXXX1X","X183X186X185X184X2X1X11X1XX*",1
"XXXXXX1X","X18X10X29XX*",1
"XXXXXX1X","X18X1X3X97XXX110X1X7X*",1
"XXXXXX1X","X18XX*",1
"XXXXXX1X","X19X*",1
"XXXXXX1X","X1X*",1
"XXXXXX1X","X1X16X*",1
"XXXXXX1X","X1X1X*",1
"XXXXXX1X","X1X1X4X*",1
"XXXXXX1X","X1X26X21XX*",1
"XXXXXX1X","X1X27X*",1
"XXXXXX1X","X1X2X*",1
"XXXXXX1X","X1X44X*",1
"XXXXXX1X","X1X50X*",1
"XXXXXX1X","X1X58XX40X93X*",1
"XXXXXX1X","X1X5X*",1
"XXXXXX1X","X1X70X*",1
"XXXXXX1X","X1X82X57X27X*",1
"XXXXXX1X","X1XX*",1
"XXXXXX1X","X20X*",1
"XXXXXX1X","X20X4XX*",1
"XXXXXX1X","X242X*",1
"XXXXXX1X","X24X*",1
"XXXXXX1X","X25X1X60X2X89X*",1
"XXXXXX1X","X25X26X99X95X*",1
"XXXXXX1X","X27X26X2X*",1
"XXXXXX1X","X299X*",1
"XXXXXX1X","X29X*",1
"XXXXXX1X","X29X10X1X*",1
"XXXXXX1X","X29X28X*",1
"XXXXXX1X","X29X53X*",1
"XXXXXX1X","X2X*",1
"XXXXXX1X","X2X13X12X*",1
"XXXXXX1X","X2X192X108XX4X5X92XX1X3X*",1
"XXXXXX1X","X2X1X*",1
"XXXXXX1X","X2X24X*",1
"XXXXXX1X","X2X31X2X*",1
"XXXXXX1X","X2X32XX*",1
"XXXXXX1X","X2X3X140X*",1
"XXXXXX1X","X2X3X2X*",1
"XXXXXX1X","X2X5X*",1
"XXXXXX1X","X2X65X*",1
"XXXXXX1X","X2X6X2X*",1
"XXXXXX1X","X2XX*",1
"XXXXXX1X","X2XX1X*",1
"XXXXXX1X","X2XX2X*",1
"XXXXXX1X","X2XX80X*",1
"XXXXXX1X","X2XXX*",1
"XXXXXX1X","X30X28X178X*",1
"XXXXXX1X","X30X29X1X*",1
"XXXXXX1X","X31X299X330XX18X*",1
"XXXXXX1X","X31X88X*",1
"XXXXXX1X","X32X1XX*",1
"XXXXXX1X","X34X*",1
"XXXXXX1X","X34XX14X1X*",1
"XXXXXX1X","X36X*",1
"XXXXXX1X","X36X38X*",1
"XXXXXX1X","X36XX*",1
"XXXXXX1X","X373X179XX1X*",1
"XXXXXX1X","X373X2X175X1X*",1
"XXXXXX1X","X376X181XX*",1
"XXXXXX1X","X37X*",1
"XXXXXX1X","X37X129X94X3X*",1
"XXXXXX1X","X3X*",1
"XXXXXX1X","X3X16XX*",1
"XXXXXX1X","X3X17XXX*",1
"XXXXXX1X","X3X180XX*",1
"XXXXXX1X","X3X30X*",1
"XXXXXX1X","X3X3X6X*",1
"XXXXXX1X","X3X49X*",1
"XXXXXX1X","X3X77X*",1
"XXXXXX1X","X3X7XX*",1
"XXXXXX1X","X3XX*",1
"XXXXXX1X","X40X35X39X2X9X29X*",1
"XXXXXX1X","X42X*",1
"XXXXXX1X","X42X45X44X*",1
"XXXXXX1X","X43X140X225X*",1
"XXXXXX1X","X46X1X11X3X5X7X*",1
"XXXXXX1X","X46X41X*",1
"XXXXXX1X","X47X*",1
"XXXXXX1X","X49X75X*",1
"XXXXXX1X","X4X*",1
"XXXXXX1X","X4X1X6XX*",1
"XXXXXX1X","X4X3X*",1
"XXXXXX1X","X4X8XX3X*",1
"XXXXXX1X","X52X*",1
"XXXXXX1X","X53X18X*",1
"XXXXXX1X","X57X1X*",1
"XXXXXX1X","X58X15X155X2X*",1
"XXXXXX1X","X5X*",1
"XXXXXX1X","X5X13X*",1
"XXXXXX1X","X5X13X22X*",1
"XXXXXX1X","X5X1X4X*",1
"XXXXXX1X","X5X1XX3X*",1
"XXXXXX1X","X5X2X*",1
"XXXXXX1X","X5X7X*",1
"XXXXXX1X","X5XX81X*",1
"XXXXXX1X","X61X55X*",1
"XXXXXX1X","X62X305X*",1
"XXXXXX1X","X63X2X19X*",1
"XXXXXX1X","X68X*",1
"XXXXXX1X","X6X*",1
"XXXXXX1X","X6X17X*",1
"XXXXXX1X","X6X1X*",1
"XXXXXX1X","X6X2X184X2X2X176X*",1
"XXXXXX1X","X6X2X6X3X*",1
"XXXXXX1X","X6X2XX*",1
"XXXXXX1X","X6X3X1X*",1
"XXXXXX1X","X6X3XX*",1
"XXXXXX1X","X6XX*",1
"XXXXXX1X","X6XX9X*",1
"XXXXXX1X","X73X47X46X*",1
"XXXXXX1X","X75X74X78X*",1
"XXXXXX1X","X76X4XX63XX*",1
"XXXXXX1X","X78X13X11X*",1
"XXXXXX1X","X78X74X*",1
"XXXXXX1X","X7X*",1
"XXXXXX1X","X7X2XX5X2X*",1
"XXXXXX1X","X7X8X*",1
"XXXXXX1X","X7XX*",1
"XXXXXX1X","X80X3X4X1X*",1
"XXXXXX1X","X82X95X*",1
"XXXXXX1X","X83X84X*",1
"XXXXXX1X","X87XX1X91X1XXX8X*",1
"XXXXXX1X","X8X*",1
"XXXXXX1X","X9X7X*",1
"XXXXXX1X","XX*",1
"XXXXXX1X","XX11X*",1
"XXXXXX1X","XX133XX134X1X*",1
"XXXXXX1X","XX13XXX*",1
"XXXXXX1X","XX191X45X58X1X91XX1X9X*",1
"XXXXXX1X","XX1X*",1
"XXXXXX1X","XX26X*",1
"XXXXXX1X","XX26X2X*",1
"XXXXXX1X","XX2X*",1
"XXXXXX1X","XX2XX6X*",1
"XXXXXX1X","XX33X*",1
"XXXXXX1X","XX37X1X*",1
